Date,Equity,DrawdownPct,DrawdownDuration
2016-01-04 00:00:00+00:00,10000000.0,0.0,
2016-01-05 00:00:00+00:00,10000000.0,0.0,
2016-01-06 00:00:00+00:00,9856424.674,0.014357532599999945,
2016-01-07 00:00:00+00:00,9625359.034,0.03746409660000005,
2016-01-08 00:00:00+00:00,9524642.77,0.047535723000000085,
2016-01-11 00:00:00+00:00,9554984.758,0.04450152420000009,
2016-01-12 00:00:00+00:00,9622408.294,0.0377591706,
2016-01-13 00:00:00+00:00,9414078.484000001,0.058592151599999864,
2016-01-14 00:00:00+00:00,9541528.918,0.04584710820000004,
2016-01-15 00:00:00+00:00,9315753.076,0.06842469240000004,
2016-01-18 00:00:00+00:00,9320913.088000001,0.06790869119999987,
2016-01-19 00:00:00+00:00,9336667.246000001,0.06633327539999989,
2016-01-20 00:00:00+00:00,9194070.844,0.08059291559999993,
2016-01-21 00:00:00+00:00,9253999.966,0.07460000339999995,
2016-01-22 00:00:00+00:00,9382708.102,0.06172918979999997,
2016-01-25 00:00:00+00:00,9265152.832,0.0734847167999999,
2016-01-26 00:00:00+00:00,9424548.082,0.05754519179999995,
2016-01-27 00:00:00+00:00,9292989.31,0.07070106899999995,
2016-01-28 00:00:00+00:00,9365803.912,0.06341960879999997,
2016-01-29 00:00:00+00:00,9586340.008,0.04136599920000006,
2016-02-01 00:00:00+00:00,9585743.458,0.041425654199999995,
2016-02-02 00:00:00+00:00,9419938.642,0.058006135799999914,
2016-02-03 00:00:00+00:00,9523477.606,0.04765223939999996,
2016-02-04 00:00:00+00:00,9572114.764,0.04278852359999996,
2016-02-05 00:00:00+00:00,9442014.484000001,0.05579855159999991,
2016-02-08 00:00:00+00:00,9342249.208,0.06577507919999992,
2016-02-09 00:00:00+00:00,9338423.14,0.06615768599999994,
2016-02-10 00:00:00+00:00,9278173.336,0.07218266640000004,
2016-02-11 00:00:00+00:00,9123091.288,0.08769087119999996,
2016-02-12 00:00:00+00:00,9308203.954,0.06917960460000006,
2016-02-15 00:00:00+00:00,9421698.027999999,0.057830197200000155,
2016-02-16 00:00:00+00:00,9437030.818,0.056296918200000046,
2016-02-17 00:00:00+00:00,9588640.072,0.04113599279999991,
2016-02-18 00:00:00+00:00,9567991.294,0.043200870599999996,
2016-02-19 00:00:00+00:00,9551392.654,0.04486073460000006,
2016-02-22 00:00:00+00:00,9682824.55,0.0317175449999999,
2016-02-23 00:00:00+00:00,9577913.23,0.04220867699999997,
2016-02-24 00:00:00+00:00,9607900.198,0.03920998019999988,
2016-02-25 00:00:00+00:00,9730613.151999999,0.026938684800000168,
2016-02-26 00:00:00+00:00,9699254.992,0.03007450079999996,
2016-02-29 00:00:00+00:00,9616929.928,0.03830700720000002,
2016-03-01 00:00:00+00:00,9822991.102,0.017700889799999953,
2016-03-02 00:00:00+00:00,9845623.918,0.015437608200000064,
2016-03-03 00:00:00+00:00,9874196.626,0.012580337399999975,
2016-03-04 00:00:00+00:00,9911354.416000001,0.008864558399999889,
2016-03-07 00:00:00+00:00,9946633.51,0.005336648999999971,
2016-03-08 00:00:00+00:00,9889315.822,0.011068417799999897,
2016-03-09 00:00:00+00:00,9904691.098000001,0.009530890199999864,
2016-03-10 00:00:00+00:00,9906733.918,0.009326608200000086,
2016-03-11 00:00:00+00:00,10030113.262000002,0.0,66 days
2016-03-14 00:00:00+00:00,10040300.59,0.0,
