Date,Open,High,Low,Close,Volume
2016-01-04 00:00:00+00:00,4547.923,4550.052,4432.874,4493.861,65.4362
2016-01-05 00:00:00+00:00,4516.991,4519.999,4463.203,4481.926,75.9166
2016-01-06 00:00:00+00:00,4448.939,4467.5,4393.822,4444.486,54.2561
2016-01-07 00:00:00+00:00,4383.772,4402.993,4301.906,4302.91,69.7421
2016-01-08 00:00:00+00:00,4345.933,4376.995,4263.75,4265.855,84.3478
2016-01-11 00:00:00+00:00,4247.981,4310.992,4215.828,4282.884,96.9265
2016-01-12 00:00:00+00:00,4254.965,4352.999,4246.819,4331.984,97.9191
2016-01-13 00:00:00+00:00,4347.893,4371.998,4174.816,4180.968,90.3362
2016-01-14 00:00:00+00:00,4210.991,4307.997,4131.833,4268.931,155.5398
2016-01-15 00:00:00+00:00,4223.865,4236.992,4082.777,4137.988,150.4468
2016-01-18 00:00:00+00:00,4160.989,4184.999,4133.721,4139.911,51.0794
2016-01-19 00:00:00+00:00,4189.967,4223.0,4099.198,4146.999,63.5078
2016-01-20 00:00:00+00:00,4074.351,4178.624,3991.624,4135.602,47.5132
2016-01-21 00:00:00+00:00,4116.439,4200.177,4093.789,4137.688,23.904
2016-01-22 00:00:00+00:00,4184.772,4260.646,4183.618,4258.692,32.824
2016-01-25 00:00:00+00:00,4255.033,4267.453,4191.607,4196.581,20.1188
2016-01-26 00:00:00+00:00,4171.124,4251.777,4141.218,4234.02,27.4762
2016-01-27 00:00:00+00:00,4213.068,4226.382,4110.277,4126.484,20.6864
2016-01-28 00:00:00+00:00,4160.495,4206.802,4113.743,4183.876,94.2777
2016-01-29 00:00:00+00:00,4195.974,4274.999,4170.873,4272.894,137.8911
2016-02-01 00:00:00+00:00,4268.835,4300.996,4235.894,4282.913,180.0627
2016-02-02 00:00:00+00:00,4279.983,4282.999,4177.822,4193.963,160.2386
2016-02-03 00:00:00+00:00,4183.954,4222.086,4098.241,4171.837,60.3153
2016-02-04 00:00:00+00:00,4207.203,4209.333,4118.028,4168.674,230.8348
2016-02-05 00:00:00+00:00,4153.115,4177.996,4005.891,4022.396,273.48629999999997
2016-02-08 00:00:00+00:00,4047.698,4049.993,3887.454,3961.702,139.6144
2016-02-09 00:00:00+00:00,3935.227,4008.591,3902.141,3948.132,86.6016
2016-02-10 00:00:00+00:00,3941.165,4045.41,3941.083,3962.998,77.13419999999999
2016-02-11 00:00:00+00:00,3951.051,3989.09,3867.065,3958.028,213.8929
2016-02-12 00:00:00+00:00,3962.414,4021.873,3958.025,4016.562,204.4011
2016-02-15 00:00:00+00:00,4061.413,4092.677,4053.394,4078.446,20.407
2016-02-16 00:00:00+00:00,4096.035,4102.535,4048.421,4101.868,110.202
2016-02-17 00:00:00+00:00,4076.264,4204.695,4069.495,4197.42,76.0047
2016-02-18 00:00:00+00:00,4202.469,4228.178,4145.807,4152.44,59.5956
2016-02-19 00:00:00+00:00,4166.1,4176.121,4121.651,4163.505,34.1334
2016-02-22 00:00:00+00:00,4184.805,4235.389,4183.717,4230.14,31.0398
2016-02-23 00:00:00+00:00,4197.886,4217.375,4158.544,4162.844,34.057
2016-02-24 00:00:00+00:00,4157.892,4206.492,4086.293,4200.802,35.0751
2016-02-25 00:00:00+00:00,4196.95,4241.334,4172.033,4240.52,36.2116
2016-02-26 00:00:00+00:00,4253.952,4294.399,4226.166,4235.942,56.0563
2016-02-29 00:00:00+00:00,4199.018,4263.866,4184.796,4200.422,103.8842
2016-03-01 00:00:00+00:00,4201.551,4332.677,4201.551,4332.507,108.5513
2016-03-02 00:00:00+00:00,4355.309,4355.309,4299.717,4335.736,108.1511
2016-03-03 00:00:00+00:00,4339.064,4341.677,4294.534,4325.414,84.2805
2016-03-04 00:00:00+00:00,4324.936,4354.31,4297.568,4329.375,100.9001
2016-03-07 00:00:00+00:00,4316.007,4330.406,4269.741,4302.516,90.4725
2016-03-08 00:00:00+00:00,4280.557,4309.144,4252.356,4265.368,90.5269
2016-03-09 00:00:00+00:00,4280.51,4299.132,4257.109,4293.208,101.1621
2016-03-10 00:00:00+00:00,4290.709,4347.259,4229.98,4286.509,72.2777
2016-03-11 00:00:00+00:00,4323.295,4360.972,4318.816,4360.445,50.5026
2016-03-14 00:00:00+00:00,4349.597,4377.633,4340.079,4366.091,57.5537
2016-03-15 00:00:00+00:00,4354.458,4370.408,4337.714,4365.821,57.2942
2016-03-16 00:00:00+00:00,4370.158,4415.378,4347.802,4404.818,41.9784
2016-03-17 00:00:00+00:00,4406.144,4421.121,4367.874,4400.377,39.5424
2016-03-18 00:00:00+00:00,4407.095,4420.109,4385.581,4409.263,39.7689
2016-03-21 00:00:00+00:00,4390.483,4430.802,4386.739,4424.84,23.6831
2016-03-22 00:00:00+00:00,4421.995,4449.875,4393.648,4439.01,29.1479
2016-03-23 00:00:00+00:00,4434.938,4450.331,4392.925,4402.926,22.8337
2016-03-24 00:00:00+00:00,4397.434,4406.636,4372.753,4404.383,23.5551
2016-03-28 00:00:00+00:00,4422.111,4434.97,4391.068,4398.388,27.2982
2016-03-29 00:00:00+00:00,4407.271,4472.604,4383.246,4470.312,54.439
2016-03-30 00:00:00+00:00,4468.326,4519.463,4466.749,4491.869,38.5149
2016-03-31 00:00:00+00:00,4479.561,4503.656,4470.764,4483.618,36.9717
2016-04-01 00:00:00+00:00,4468.622,4532.65,4450.227,4531.379,60.685
2016-04-04 00:00:00+00:00,4540.04,4550.032,4501.324,4510.904,12.7222
2016-04-05 00:00:00+00:00,4493.006,4499.729,4464.052,4470.894,27.6531
2016-04-06 00:00:00+00:00,4491.893,4544.502,4474.43,4543.03,69.4703
2016-04-07 00:00:00+00:00,4539.7,4543.997,4458.465,4477.144,64.6992
2016-04-08 00:00:00+00:00,4494.092,4516.464,4458.723,4474.052,59.1491
2016-04-11 00:00:00+00:00,4476.92,4516.466,4453.999,4458.554,82.0916
2016-04-12 00:00:00+00:00,4465.635,4504.125,4433.361,4494.458,26.5601
2016-04-13 00:00:00+00:00,4510.839,4559.93,4505.994,4552.394,52.6736
2016-04-14 00:00:00+00:00,4552.054,4569.498,4537.188,4552.759,44.9829
2016-04-15 00:00:00+00:00,4554.699,4559.282,4530.272,4540.591,20.7826
2016-04-18 00:00:00+00:00,4512.702,4567.533,4508.117,4566.072,22.8017
2016-04-19 00:00:00+00:00,4563.416,4591.897,4514.232,4539.838,19.8149
2016-04-20 00:00:00+00:00,4520.682,4563.765,4517.098,4541.091,15.1238
2016-04-21 00:00:00+00:00,4554.744,4559.008,4521.908,4542.218,17.9642
2016-04-22 00:00:00+00:00,4502.529,4508.961,4438.075,4473.583,22.8864
2016-04-25 00:00:00+00:00,4470.454,4476.045,4442.845,4473.633,22.4491
2016-04-26 00:00:00+00:00,4476.767,4496.916,4438.064,4452.681,22.1488
2016-04-27 00:00:00+00:00,4412.537,4426.035,4378.495,4416.492,22.9095
2016-04-28 00:00:00+00:00,4416.318,4446.572,4352.797,4361.799,26.6975
2016-04-29 00:00:00+00:00,4388.024,4394.989,4303.298,4335.515,14.8945
2016-05-02 00:00:00+00:00,4334.945,4386.523,4329.837,4379.357,21.2886
2016-05-03 00:00:00+00:00,4374.43,4379.468,4326.898,4339.548,25.8424
2016-05-04 00:00:00+00:00,4339.042,4346.492,4299.778,4310.495,29.9694
2016-05-05 00:00:00+00:00,4329.392,4347.182,4297.252,4306.762,23.5331
2016-05-06 00:00:00+00:00,4299.333,4330.099,4276.481,4329.306,26.3159
2016-05-09 00:00:00+00:00,4336.706,4362.099,4323.667,4342.261,27.1856
2016-05-10 00:00:00+00:00,4354.077,4404.499,4343.828,4401.832,21.7675
2016-05-11 00:00:00+00:00,4389.88,4408.1,4360.423,4362.564,29.6006
2016-05-12 00:00:00+00:00,4366.259,4387.388,4311.522,4343.034,32.126
2016-05-13 00:00:00+00:00,4323.78,4365.065,4308.805,4326.363,26.0645
2016-05-16 00:00:00+00:00,4333.828,4396.409,4322.224,4379.686,9.1785
2016-05-17 00:00:00+00:00,4384.441,4396.024,4310.57,4323.097,7.705
2016-05-18 00:00:00+00:00,4324.015,4360.399,4302.667,4336.222,31.1572
2016-05-19 00:00:00+00:00,4325.566,4333.16,4282.426,4313.42,25.5553
2016-05-20 00:00:00+00:00,4339.991,4380.507,4327.418,4362.842,22.8622
2016-05-23 00:00:00+00:00,4368.313,4382.894,4349.907,4356.075,23.8777
2016-05-24 00:00:00+00:00,4347.786,4449.978,4343.157,4444.875,22.1283
2016-05-25 00:00:00+00:00,4455.656,4488.999,4452.636,4475.744,48.1478
2016-05-26 00:00:00+00:00,4471.86,4494.421,4469.35,4487.32,17.9707
2016-05-27 00:00:00+00:00,4496.421,4511.084,4489.896,4509.638,10.2647
2016-05-30 00:00:00+00:00,4520.989,4523.629,4511.808,4522.327,3.4496
2016-05-31 00:00:00+00:00,4524.637,4526.416,4497.038,4517.387,14.0062
2016-06-01 00:00:00+00:00,4525.376,4531.463,4502.108,4518.864,20.0901
2016-06-02 00:00:00+00:00,4509.127,4528.991,4486.257,4527.978,19.6476
