Date,Open,High,Low,Close,Volume
2016-01-04 00:00:00+00:00,25.472952787003745,25.497327826219017,25.22919154634682,25.44045066833496,83489100.0
2016-01-05 00:00:00+00:00,25.5542065121875,25.594832610702657,25.432325117069382,25.49732780456543,57773900.0
2016-01-06 00:00:00+00:00,25.017931208090104,25.180437134107944,24.91230088388167,25.00980567932129,65835100.0
2016-01-07 00:00:00+00:00,24.36790323568635,24.709167700381947,24.221646815133067,24.237897872924805,88974700.0
2016-01-08 00:00:00+00:00,24.40040244616577,24.489780153806695,23.969758764674093,23.97788429260254,73528000.0
2016-01-11 00:00:00+00:00,24.20539465018349,24.2216441564054,23.75037438067794,23.96975898742676,56225500.0
2016-01-12 00:00:00+00:00,24.140392557076016,24.254148409386875,23.847881272042997,24.01851272583008,61357500.0
2016-01-13 00:00:00+00:00,24.294777199943997,24.376030946389225,23.70975301515373,23.766630172729492,71788700.0
2016-01-14 00:00:00+00:00,23.79100222110785,24.164767213722342,23.612243703086985,24.07538795471191,65521200.0
2016-01-15 00:00:00+00:00,23.13284896271995,23.279105372038572,22.81596110905364,23.12472343444824,117573900.0
2016-01-19 00:00:00+00:00,23.726000417687917,23.75850098138515,23.287231184379724,23.465988159179688,79535100.0
2016-01-20 00:00:00+00:00,22.88908744732096,23.124721548842487,22.43406874971027,22.954090118408203,103223500.0
2016-01-21 00:00:00+00:00,22.945967496169384,23.344109100713833,22.775336044130103,23.043472290039062,81845900.0
2016-01-22 00:00:00+00:00,23.77475545714659,23.83975814367509,23.612247965932195,23.831632614135746,75886600.0
2016-01-25 00:00:00+00:00,23.669119353571016,23.76662413449011,23.409108670834648,23.42535972595215,59623300.0
2016-01-26 00:00:00+00:00,23.55537105188643,23.80725627105895,23.51474495355697,23.766630172729492,60020100.0
2016-01-27 00:00:00+00:00,23.758499600225967,24.018510293832858,23.52286549031447,23.68537139892578,74020200.0
2016-01-28 00:00:00+00:00,24.148518878352075,24.205397581267334,23.856007583718828,24.059141159057617,84739900.0
2016-01-29 00:00:00+00:00,24.44103263409485,24.863550858502485,24.416656046222244,24.839174270629883,81973800.0
2016-02-01 00:00:00+00:00,24.42477808654322,24.67666480922049,24.359775411287863,24.60353660583496,43254600.0
2016-02-02 00:00:00+00:00,24.19726856280628,24.229769124284783,23.74224830381953,23.8072509765625,75516000.0
2016-02-03 00:00:00+00:00,24.059136634099243,24.497904268420324,23.660995087290633,24.481653213500977,117143200.0
2016-02-04 00:00:00+00:00,24.66853904724121,24.97730136433068,24.51415711380347,24.66853904724121,99923300.0
2016-02-05 00:00:00+00:00,24.57103395226098,24.65228768198747,24.28664667311124,24.38415145874023,70370700.0
2016-02-08 00:00:00+00:00,24.010388208564297,24.164770161198543,23.766628535803864,24.051015853881836,72716800.0
2016-02-09 00:00:00+00:00,23.59599660039653,23.994138217785984,23.474115216680715,23.717876434326172,67275700.0
2016-02-10 00:00:00+00:00,23.98601118572407,24.254147423480124,23.80725266069599,23.81537818908691,67192400.0
2016-02-11 00:00:00+00:00,23.335980694203144,23.579741873922817,23.23847746214402,23.417234420776367,86795500.0
2016-02-12 00:00:00+00:00,23.620373717922053,23.831632838575835,23.506619402872445,23.82350730895996,68436000.0
2016-02-16 00:00:00+00:00,24.270398055123337,24.384152351031453,24.164767737677757,24.35165023803711,54396200.0
2016-02-17 00:00:00+00:00,24.571036337568156,24.887924209499737,24.546659751347978,24.83104705810547,69297600.0
2016-02-18 00:00:00+00:00,24.920421481203256,24.920421481203256,24.62790870255525,24.684785842895508,59141200.0
2016-02-19 00:00:00+00:00,24.53040738859746,24.692913295126395,24.44102813264567,24.571033477783203,59069000.0
2016-02-22 00:00:00+00:00,24.985430939853895,25.180438995361328,24.944804842793022,25.180438995361328,42673400.0
2016-02-23 00:00:00+00:00,24.89605023589477,24.936677880407174,24.611664473238744,24.6441650390625,54666100.0
2016-02-24 00:00:00+00:00,24.246025318507563,24.676669085314614,24.107894415930684,24.587289810180664,59334200.0
2016-02-25 00:00:00+00:00,24.55478320428319,24.701039609667784,24.376026236472025,24.66853904724121,45895100.0
2016-02-26 00:00:00+00:00,24.831047029790593,24.84729808725218,24.400404855561536,24.424779891967773,54635600.0
2016-02-29 00:00:00+00:00,24.668541849791808,24.871675424840063,24.61166469674409,24.63603973388672,65543100.0
2016-03-01 00:00:00+00:00,25.10730936079247,25.52982756538808,25.099183831882616,25.51357650756836,69324500.0
