Date,Open,High,Low,Close,Volume
2016-01-04 00:00:00+00:00,2024.328,2025.7,1988.929,2013.017,74.41159999999999
2016-01-05 00:00:00+00:00,2021.164,2022.097,2001.051,2018.067,38.8735
2016-01-06 00:00:00+00:00,2001.598,2005.676,1978.567,1991.318,39.9452
2016-01-07 00:00:00+00:00,1964.1,1976.599,1938.061,1943.084,62.2429
2016-01-08 00:00:00+00:00,1960.581,1972.514,1917.795,1920.589,87.464
2016-01-11 00:00:00+00:00,1911.078,1936.336,1900.084,1922.369,119.2627
2016-01-12 00:00:00+00:00,1911.869,1947.89,1908.569,1938.058,39.8412
2016-01-13 00:00:00+00:00,1945.777,1954.094,1885.85,1890.362,31.8959
2016-01-14 00:00:00+00:00,1900.856,1935.1,1879.07,1921.071,43.5131
2016-01-15 00:00:00+00:00,1905.45,1910.201,1856.651,1879.099,111.8624
2016-01-18 00:00:00+00:00,1886.241,1897.321,1874.312,1880.372,65.2876
2016-01-19 00:00:00+00:00,1901.109,1914.834,1863.797,1881.6,79.9709
2016-01-20 00:00:00+00:00,1848.554,1875.95,1811.082,1858.897,113.5116
2016-01-21 00:00:00+00:00,1853.079,1890.224,1843.298,1867.386,114.8879
2016-01-22 00:00:00+00:00,1886.531,1909.25,1883.976,1906.595,101.825
2016-01-25 00:00:00+00:00,1906.955,1907.822,1874.802,1877.583,99.3965
2016-01-26 00:00:00+00:00,1867.92,1906.485,1857.966,1903.098,104.7019
2016-01-27 00:00:00+00:00,1895.579,1916.597,1871.33,1882.362,125.4754
2016-01-28 00:00:00+00:00,1885.592,1909.074,1872.498,1892.093,132.3762
2016-01-29 00:00:00+00:00,1906.083,1939.162,1896.125,1938.86,9.7998
2016-02-01 00:00:00+00:00,1935.87,1946.687,1919.337,1937.896,63.7919
2016-02-02 00:00:00+00:00,1931.133,1932.532,1896.308,1903.083,84.9617
2016-02-03 00:00:00+00:00,1900.897,1918.884,1871.871,1913.397,38.1086
2016-02-04 00:00:00+00:00,1927.116,1927.747,1896.17,1915.858,68.1716
2016-02-05 00:00:00+00:00,1910.491,1920.1,1871.569,1879.354,80.9075
2016-02-08 00:00:00+00:00,1888.977,1889.987,1827.711,1853.209,76.2283
